model	translation	source	text	reference
WMTBiomedBaseline.387	In the Federal Army, arms and ammunition are constantly disappearing - many of them have so far disappeared without trace. Since the beginning of 2014, the force has seen the loss of 39 weapons, 39 weapons and almost 20,000 shooting ammunition. This can be seen from a classified list of the Federal Defense Ministry, which is reported by the German editorial network.	n-tv.89662	Bei der Bundeswehr verschwinden immer wieder Waffen und Munition - viele davon bisher spurlos. Seit Anfang 2014 verbuchte die Truppe den Verlust von 39 Waffen, 39 Waffenteilen und fast 20.000 Schuss Munition. Das geht aus einer als Verschlusssache eingestuften Auflistung des Bundesverteidigungsministeriums hervor, über die das Redaktionsnetzwerk Deutschland berichtet.	"The German Army is continuing to lose weapons and ammunition, often without a trace. Since the beginning of 2014, the armed forces has registered a loss of 39 weapons, 39 weapon components, and almost 20,000 rounds of ammunition. This is revealed in a classified listing of the German Ministry of Defense on which the RedaktionsNetzwerk Deutschland (RND) (""Editor Network Germany"") has reported."
WMTBiomedBaseline.387	According to the paper from the Defense State Office Peter Tauber of the CDU, two weapons, one weapon part and 3474 shot ammunition have appeared again. The remaining weapons and weapon parts are six MG3-type machine guns, eleven G3-type guns, four G36-type guns, six pistol-type guns and two pistol-type guns. In addition, 30 gun tubes for MG3 type machine guns are missing.	n-tv.89662	Laut dem Papier aus dem Büro von Verteidigungsstaatssekretär Peter Tauber von der CDU sind bislang zwei Waffen, ein Waffenteil und 3474 Schuss Munition wieder aufgetaucht. Bei den nach wie vor verschwundenen Waffen und Waffenteilen handelt es sich unter anderem um sechs Maschinengewehre vom Typ MG3, elf Gewehre vom Typ G3, vier Gewehre vom Typ G36, sechs Signalpistolen sowie zwei Pistolen vom Typ P8. Zudem fehlen 30 Waffenrohre für Maschinengewehre vom Typ MG3.	According to the paper from the office of Defense State Secretary Peter Tauber of the CDU, two weapons, one weapon component, and 3,474 rounds of ammunition have resurfaced so far. The weapons and weapon components that are still missing include six MG3 machine guns, eleven G3 rifles, four G36 rifles, six signal pistols, and two P8 pistols. And 30 MG3 machine gun barrels are missing.
WMTBiomedBaseline.387	"The scale of arms and ammunition losses in the Federal Army is' frightening ', said the left-wing federal parliament, Martina Renner. This was all the more so since little was found in the course of investigations. The left-wing politician spoke of a 'poor balance sheet'. Mr Renner criticised the fact that the list did not reveal whether the disappeared ammunition was also the one found in connection with the investigations against the terrorist-suspected Franco Franco. ""And this, although a supporter of Franco A. was recently condemned for the possession of this ammunition,"" said Renner."	n-tv.89662	"Der Umfang von Waffen- und Munitionsverlusten bei der Bundeswehr sei ""beängstigend"", sagte die Linken-Bundestagsabgeordnete Martina Renner. Dies gelte umso mehr, da im Zuge von Ermittlungen kaum etwas wieder aufgefunden worden sei. Die Linken-Politikerin sprach von einer ""dürftigen Bilanz"". Renner kritisierte, dass an der Auflistung nicht erkennbar sei, ob sich unter der verschwundenen Munition auch diejenige befinde, die im Zusammenhang mit den Ermittlungen gegen den unter Terrorverdacht stehenden Bundeswehroffizier Franco A. gefunden worden sei. ""Und das obwohl ein Unterstützer von Franco A. kürzlich wegen des Besitzes dieser Munition verurteilt wurde"", sagte Renner."	"The extent of the loss of weapons and ammunition by the German Army is ""alarming,"" said Martina Renner, a member of the Left party in the Bundestag. This is all the more true since hardly anything was found during the investigations. The politician from the Left party spoke of a ""poor balance sheet."" Renner criticized the fact that the listing did not make clear whether the disappeared ammunition included that which was found in connection with the investigations against the German Army officer Franco A., who is suspected of terrorism. ""And this, although a supporter of Franco A. was recently sentenced for the possession of this ammunition,"" said Renner."
WMTBiomedBaseline.387	Oil tanker Stena Impero left Iranian port	tt.com.10202	"Öltanker ""Stena Impero"" verließ iranischen Hafen"	‘Stena Impero' Oil Tanker left Iranian port
WMTBiomedBaseline.387	More than two months after it was fixed by the Iranian authorities, the British oil tanker 'Stena Impero' left the port of Bandar Abbas this Friday. As Refinitive's vessel observation data showed, the tanker moved and left the Iranian port. The target port was Port Rashid in the United Arab Emirates.	tt.com.10202	"Mehr als zwei Monate nach seiner Festsetzung durch die iranischen Behörden hat der britische Öltanker ""Stena Impero"" am heutigen Freitag den Hafen der Stadt Bandar Abbas verlassen. Wie Schiffsbeobachtungsdaten von Refinitiv zeigten, setzte sich der Tanker in Bewegung und verließ den iranischen Hafen. Als Zielhafen wurde Port Rashid in den Vereinigten Arabischen Emiraten angegeben."	More than two months after its determination by the Iranian authorities, the British oil tanker ‘Stena Impero' has left the port in the city of Bandar Abbas this Friday. As Refinitiv ship observation data showed, the tanker set in motion and left the Iranian port. Port Rashid in the United Arab Emirates was given as the destination port.
WMTBiomedBaseline.387	The tanker had actually been released by the Iranian Government on Monday, but initially it remained in Iranian waters. The shipowners were told that they wanted to wait for an official decision from Tehran.	tt.com.10202	Der Tanker war eigentlich schon am Montag von der iranischen Regierung freigegeben worden, doch blieb er zunächst weiter in iranischen Gewässern. Aus der Reederei hieß es, dass man einen offiziellen Bescheid aus Teheran abwarten wollte.	In practice, the tanker had already been released by the Iranian government on Monday, though it remained in Iranian waters for a time. The speech indicated that an official notification from Tehran was preferred.
WMTBiomedBaseline.387	On 19 July, the Stena Impero was accused of violating security rules by the Iranian Revolutionary Guards at the Hormuz Sea Strait. However, it was suspected that Iran reacted to the controversial, temporary setting of an Iranian oil tanker in front of the Gibraltar belonging to the United Kingdom.	tt.com.10202	"Die ""Stena Impero"" war am 19. Juli von den iranischen Revolutionsgarden in der Seestraße von Hormuz unter dem Vorwurf aufgebracht worden, gegen Sicherheitsbestimmungen verstoßen zu haben. Es wurde jedoch vermutet, dass der Iran damit auf die umstrittene, vorübergehende Festsetzung eines iranischen Öltankers vor dem zu Großbritannien gehörenden Gibraltar reagierte."	On the 19th July, the ‘Stena Impero' had been accused by the Iranian Revolutionary Guard in the Hormuz Strait of violating safety regulations. However, it was suspected that Iran was reacting to the controversial temporary determination of an Iranian oil tanker by British run Gibraltar.
WMTBiomedBaseline.387	The Hormuz Strait is one of the world's most important maritime routes. It links the Persian Gulf to the Indian Ocean. Much of global oil exports are shipped through the Strait. Tensions in the region have intensified enormously in recent months. Merchant shipping has been brought into the conflict between the US and Iran. There have been several incidents involving tankers and drens.	tt.com.10202	Die Straße von Hormuz ist eine der wichtigsten Seestraßen der Welt. Sie verbindet den Persischen Golf mit dem Indischen Ozean. Ein Großteil des globalen Ölexports wird durch die Meerenge verschifft. Die Spannungen in der Region hatten sich in den vergangenen Monaten immens verschärft. Die Handelsschifffahrt wurde in den Konflikt zwischen den USA und dem Iran hineingezogen. Es kam zu mehreren Zwischenfällen mit Tankern und Drohnen.	The Strait of Hormuz is one of the most important Straits in the world. In connects the Persian Gulf with the Indian Ocean. Much of the world's global oil exports are shipped through this strait. The tensions in the area had been escalating immeasurably during the past few months. Merchant shipping has been drawn into the conflict between USA and Iran. There have been several incidents with tankers and drones.
WMTBiomedBaseline.387	Merkel appreciates the courage of the people in the peaceful revolution	azonline.de.41866	Merkel würdigt den Mut der Menschen bei der Friedlichen Revolution	Merkel hails people's courage in the Peaceful Revolution
WMTBiomedBaseline.387	"Chancellor Angela Merkel has paid tribute to the commitment of the people of the GDR who went to the streets 30 years ago in the peaceful revolution. In the autumn of 1989, courageous citizens would have defeated the former GDR regime, according to Merkel, when the Thüringer CDU Group was firm, on the imminent day of German unity in Erfurt. Among other things, the Chancellor reminded us of the occupation of the Stasi headquarters. ""State security was taken out of horror,"" she said."	azonline.de.41866	"Bundeskanzlerin Angela Merkel hat das Engagement der Menschen in der DDR gewürdigt, die vor 30 Jahren bei der Friedlichen Revolution auf die Straße gegangen sind. Im Herbst 1989 hätten mutige Bürger das damalige DDR-Regime ins Wanken gebracht, sagte Merkel bei einem Festakt der Thüringer CDU-Fraktion zum bevorstehenden Tag der Deutschen Einheit in Erfurt. Die Kanzlerin erinnerte unter anderem an die Besetzung der Stasi-Zentrale. ""Der Staatssicherheit wurde der Schrecken genommen"", sagte sie."	"Federal Chancellor Angela Merkel has praised the engagement of people in the GDR who took to the streets in the Peaceful Revolution 30 years ago. In the fall of 1989 courageous citizens toppled the East German regime, said Merkel at a ceremony held by the Thuringian branch of the CDU party in Erfurt marking the forthcoming Day of German Unity. The chancellor recalled events such as the occupation of the Stasi headquarters. ""The State Security police were deprived of their terror,"" she said."
WMTBiomedBaseline.387	MuSK seeks extradition record	mittelbayerische.de.227707	Musk strebt Auslieferungsrekord an	Musk seeks delivery record
WMTBiomedBaseline.387	Tesa's quarter may be ready for record. In spite of the boom in extradition, there were last losses in the electric car group.	mittelbayerische.de.227707	Teslas Quartal hält möglicherweise Rekord bereit. Trotz Auslieferungsboom gab es zuletzt Verluste beim Elektroautokonzern.	Tesla's quarter may be record-breaking. Despite the boom in deliveries, the electric car company has seen losses recently.
WMTBiomedBaseline.387	"New York.Tesla-Chief Elon Musk has given a strong boost to his electric car group with the prospect of new record figures on the stock exchange. ""We have the chance to reach our first quarter with 100,000 extradition,"" wrote Musk in an e-mail to Tesla employees published by the industry block ""Electrek."""	mittelbayerische.de.227707	"New York.Tesla-Chef Elon Musk hat seinem Elektroautokonzern mit der Aussicht auf neue Rekordzahlen kräftig Auftrieb an der Börse gegeben. ""Wir haben die Chance, unser erstes Quartal mit 100.000 Auslieferungen zu erreichen"", schrieb Musk in einer vom Branchenblog ""Electrek"" veröffentlichten E-Mail an Tesla-Mitarbeiter."	"New York. Tesla boss Elon Musk has given his electric car company a strong boost on the stock market with the prospect of new record numbers. ""We have the opportunity to reach 100,000 deliveries in our first quarter,"" Musk wrote in an email to Tesla employees published by industry blog Electrek."
WMTBiomedBaseline.387	The demand was strong, so Tesla could record 110000 orders, according to Musk's circular. The challenge is to bring cars quickly to the customers. To this end, Tesla had to offer as much resources as possible at the end of the quarter.	mittelbayerische.de.227707	Die Nachfrage sei stark, so dass Tesla 110000 Bestellungen verbuchen könnte, hieß es in Musks Rundschreiben weiter. Die Herausforderung sei, die Autos zügig an die Kundschaft zu bringen. Dazu müsse Tesla zum Quartalsende so viele Ressourcen wie möglich aufbieten.	Demand is so strong that Tesla was able to record 110000 orders, according to Musk's newsletter. The challenge is getting the cars to customers quickly. To do so, Tesla had to mobilize as many resources as possible at quarter-end.
WMTBiomedBaseline.387	Investors knew this: Tesa's shares went out of trading with an increase of more than six per cent. This has not been the case for almost four months. In the second quarter, Tesla had delivered over 95000 cars, reaching its best value so far.	mittelbayerische.de.227707	Anlegern gefiel das: Teslas Aktien gingen mit einem Plus von über sechs Prozent aus dem Handel. So stark hat der Kurs seit fast vier Monaten nicht mehr zugelegt. Im zweiten Quartal hatte Tesla gut 95000 Autos ausgeliefert und damit seinen bisherigen Bestwert erreicht.	Investors liked this: Tesla shares closed the day with a gain of over six percent. The price has not increased so much in almost four months. In the second quarter, Tesla delivered around 95,000 cars and hit its best value to date.
WMTBiomedBaseline.387	MuSK needs records in order to achieve its high objectives. In 2019, he intends to export a total of 360000 to 400000 cars. For this, six-digit figures will have to be produced in the current and next quarter. In particular, the most favourable Tesla Model 3 is required, but here the profit margins are low. Despite the boom, there were last losses.	mittelbayerische.de.227707	Musk braucht Rekorde, um seine hohen Ziele zu erreichen. 2019 will er insgesamt 360000 bis 400000 Wagen ausliefern. Dafür müssen im laufenden und kommenden Vierteljahr sechsstellige Zahlen her. Vor allem der günstigste Tesla Model 3 ist gefragt, doch hier sind die Gewinnspannen gering. Trotz des Booms gab es zuletzt Verluste.	Musk needs records to achieve his ambitious goals. In 2019, he wants to deliver a total of 360,000 to 400,000 cars. The company would have to hit six-digit figures in the current and upcoming quarter to do so. The less expensive Tesla Model 3 is in particular demand, but its profit margins are low. There have been losses recently despite the boom.
WMTBiomedBaseline.387	President. - I call the Group of the European People's Party (Christian-Democratic Group).	tt.com.10303	Rätsel gelöst: Deswegen können wir uns nicht selbst kitzeln	Puzzle solved: This is why we cannot tickle ourselves
WMTBiomedBaseline.387	A kind of brake in the grandbrain prevents people from shaking themselves. This was done by scientists at Humboldt University in Berlin with the help of experiments in rats, as they announced on Thursday evening. Progress had also been made on the question of why children are so strongly opposed to the Kitzeln, just to ask for more.	tt.com.10303	Eine Art Bremse im Großhirn verhindert, dass Menschen sich selber kitzeln können. Dies fanden Wissenschafter der Humboldt-Universität in Berlin mit Hilfe von Experimenten an Ratten heraus, wie sie am Donnerstagabend mitteilten. Dabei seien auch Fortschritte bei der Frage erzielt worden, warum Kinder sich so heftig gegen das Kitzeln wehren, nur um dann mehr zu verlangen.	There is a sort of a stopping brake in our cerebrum, preventing us from tickling ourselves. This was discovered by scientists at the Humboldt University in Berlin after conducting experiments on rats, as reported on Thursday. Progress was also made in answering the question as to why children resist tickling, only to ask for more later.
WMTBiomedBaseline.387	Finally, it was also apparent why only the proximity of a kitchen hand triggers laughter before touching. This is due to a deep layer in the grandbrain, which causes the laughing on the expectation of Kitzeln.	tt.com.10303	Schließlich habe sich auch gezeigt, warum allein das Näherkommen einer kitzelnden Hand schon vor der Berührung Lachen auslöst. Dies liege an einer tiefliegenden Schicht im Großhirn, die bereits bei der Erwartung des Kitzelns das Lachen auslöse.	It was also determined why the mere approach of a tickling hand triggers laughter ever before contact. The reason can be found in a deep layer of the cerebrum which triggers laughter even through only expectation of tickling.
WMTBiomedBaseline.387	"Previous research has shown that rats react with ""laughter"" in the ultrasound field when they are crushed by humans. This ""laughter"" is provided by the part of the grandbrain cork which serves the central processing of haptic perception."	tt.com.10303	"Den Angaben zufolge zeigten frühere Forschungen, dass Ratten mit ""Lachen"" im Ultraschallbereich reagieren, wenn sie von Menschen gekitzelt werden. Dieses ""Lachen"" werde durch den Teil der Großhirnrinde vermittelt, welcher der zentralen Verarbeitung der haptischen Wahrnehmung diene."	"According to the data, previous research has shown that rats react by ""laughing"" in the ultrasonic range when tickled by humans. This ""laughter"" travels through the part of the cerebral cortex, which is used for the central processing of haptic perception."
WMTBiomedBaseline.387	Laughter is suppressed during self-contact	tt.com.10303	Lachen wird während Selbstberührung unterdrückt	The laughter is suppressed when the touch originates from the person themselves.
WMTBiomedBaseline.387	So far, it has been assumed that the brain can distinguish between self-contact and contact by others - so people cannot kitchen themselves. In the experiments in the rats, however, the Berlin researchers found that the laughter and the activity of the affected area of the large brain cork were suppressed during self-contact. This is also the case when living beings are cleaning up themselves. However, the activity in the brain and the impulse had been increased during the extinction and crying by the scientists.	tt.com.10303	Bisher sei davon ausgegangen worden, dass das Gehirn zwischen Selbstberührung und Berührung durch Andere unterscheiden könne - also deshalb Menschen sich nicht selbst kitzeln können. Die Berliner Forscher fanden nun aber bei den Experimenten an den Ratten heraus, dass das Lachen ebenso wie die Aktivität des betreffenden Bereichs der Großhirnrinde während einer Selbstberührung unterdrückt werden. Dies sei auch so, wenn sich Lebewesen selbst putzen. Während der Fremdberührung und des Kitzelns durch die Wissenschafter seien die Aktivität im Hirn und der Impuls zu lachen aber verstärkt worden.	Until now, it was assumed that the brain is able to tell the difference between the touch originating from oneself, as opposed to from others, which would explain why people cannot tickle themselves. The researchers from Berlin have now discovered, from their experiments on rats that laughter and the activity of the cerebral cortex is suppressed during self-touching. This is also true when animals clean themselves. However, when the touching and tickling was done by the scientists, the brain activities as well as the impulse to laugh increased.
WMTBiomedBaseline.387	However, if self-contact and contact by others were passivated at the same time, the laughing would also be suppressed. This indicated that the brain of the rat could not distinguish between self-contact and contact with others. The new evidence suggests that people cannot shirk themselves because self-touching acts as a brake in the grandbrain.	tt.com.10303	Passiere aber die Selbstberührung und die Berührung durch andere zur selben Zeit, sei das Lachen ebenfalls unterdrückt. Dies deute darauf hin, dass das Gehirn der Ratte eben nicht zwischen der Selbstberührung und der Berührung durch andere unterscheiden könne. Die neuen Erkenntnisse legten nahe, dass die Menschen sich nicht selbst kitzeln können, weil die Selbstberührung eine Bremse im Großhirn aktiviere.	And, if the self-touching and touching by another were to occur at the same time, the laughter is suppressed anyway. This indicated that the rat´s brain could not determine whether the touch came from itself or the scientists. The new findings explained that humans cannot tickle themselves because tickling triggers a stopping brake in the cerebrum.
WMTBiomedBaseline.387	The rats were also trained to kitchen themselves. In this case, therefore, they sometimes withdrew this initiative early in the experiment, showed escape behaviour or horrific rigidity. This ambivalence is equivalent to the behaviour of children. Kitzeln's ambivalence is a behavioural response that is the same in rats and humans.	tt.com.10303	Die Ratten seien außerdem trainiert worden, selbst zu kitzeln. Dabei brachen sie diese Initiation im Experiment demnach manchmal vorzeitig ab, zeigten Fluchtverhalten oder Schreckstarre. Diese Ambivalenz gleiche dem Verhalten der Kinder. Die Ambivalenz des Kitzelns sei eine Verhaltensreaktion, die bei Ratten und Menschen gleich sei.	The rats were taught to tickle themselves. They sometimes stopped this activity prematurely, displaying flight behavior or paralysis. This ambivalence is similar to the way children behave. The tickle ambivalence is a behavioral reaction that is found in rats and humans.
WMTBiomedBaseline.387	Disaster averted: Large-scale fire extinguished in French chemical plant	mz-web.de.174850	Katastrophe abgewendet: Großbrand in französischem Chemiewerk gelöscht	Catastrophe averted: Major fire at French chemical plant extinguished
WMTBiomedBaseline.387	The big fire in a chemical plant considered to be particularly dangerous in the town of Rouen in Northern France has been extinguished. This was communicated by the prefecture of the Normandie of the news agency AFP on Friday. The fire was broken out in the night on Thursday.	mz-web.de.174850	Der Großbrand in einem als besonders gefährlich geltenden Chemiewerk in der nordfranzösischen Stadt Rouen ist gelöscht. Das teilte die Präfektur der Normandie der Nachrichtenagentur AFP am Freitag mit. Das Feuer war in der Nacht zu Donnerstag ausgebrochen.	The large fire was put out at a chemical plant considered to be particularly hazardous and located in the northern French city of Rouen. The prefecture of Normandy reported the incident to the AFP news agency on Friday. The fire broke out Thursday night.
WMTBiomedBaseline.387	According to the authorities, no substances which are harmful to health are to be exhibited. The samples taken give no cause for concern, as Prefect Pierre-André Durand said on Friday morning at a press conference. No one was injured in the incident. The fire brigade was used with some 200 fire-fighting vehicles.	mz-web.de.174850	Nach Behördenangaben sollen keine gesundheitsgefährdenden Stoffe ausgetreten sein. Die genommenen Proben geben keinen Grund zur Beunruhigung, wie Präfekt Pierre-André Durand am Freitagmorgen bei einer Pressekonferenz sagte. Verletzt wurde bei dem Vorfall niemand. Die Feuerwehr war mit rund 200 Löschfahrzeugen im Einsatz.	According to information from officials, no hazardous material has escaped. The samples taken show no reason for alarm, said prefect Pierre-André Durand at a press conference Friday morning. No one was injured during the incident. The fire department deployed around 200 fire trucks.
WMTBiomedBaseline.387	Schools and kindergartens have been closed	mz-web.de.174850	Schulen und Kindergärten wurden geschlossen	Schools and kindergartens were closed.
WMTBiomedBaseline.387	Residents were called upon not to leave their homes. Buildings around 500 metres were evacuated and schools and kindergartens remained closed on Thursday.	mz-web.de.174850	Anwohner waren aufgerufen, ihre Häuser nicht zu verlassen. Gebäude im Umkreis von 500 Metern wurden evakuiert, Schulen und Kindergärten blieben am Donnerstag geschlossen.	Residents were asked not to leave their homes. Buildings within a radius of 1,650 feet were evacuated, and schools and kindergartens remained closed on Thursday.
