model	translation	source	text	reference
Tohoku-AIP-NTT.1442	"With flyers and calls in Facebook groups, the Kings searched for their beloved dog. But days turned into weeks. ""I never gave up. I never lost hope,"" Carole King told ""Daily Inter Lake,"" who quit her job as a postal worker to continue her search for Katie."	paz-online.de.75891	"Mit Flyern und Aufrufen in Facebook-Gruppen suchten die Kings nach ihrem geliebten Hund. Doch aus Tagen wurden Wochen. ""Ich habe nie aufgegeben. Ich habe nie die Hoffnung verloren"", sagte Carole King dem ""Daily Inter Lake"", die ihren Job als Postangestellte kündigte, um ihre Suche nach Katie fortzusetzen."	"With flyers and calls in Facebook groups, the Kings searched for their beloved dog. But days turned into weeks. ""I never gave up. I never lost hope,"" said Carole King to the ""Daily Inter Lake,"" and quite her job as a postal worker to continue looking for Katie."
Tohoku-AIP-NTT.1442	"""The tears flowed"""	paz-online.de.75891	"""Die Tränen flossen"""	"""The Tears Flowed"""
Tohoku-AIP-NTT.1442	"57 days after Katie's disappearance, Carole King got a call: A man came forward and said that Katie was in his yard. But when King got there, Katie had already disappeared again. She searched the neighborhood and suddenly her dog was standing under a tree. ""I just hugged her. I didn't want to let her go,"" King recalled, according to ""Daily Inter Lake."" ""The tears flowed. People stopped in their vehicles, got out and hugged us. I think the whole neighborhood knew we had found her."""	paz-online.de.75891	"57 Tage nach Katies Verschwinden bekam Carole King einen Anruf: Ein Mann meldete sich und sagte, dass sich Katie in seinem Hof befände. Doch als King dort ankam, war Katie bereits wieder verschwunden. Sie suchte die Nachbarschaft ab und plötzlich stand ihre Hündin unter einem Baum. ""Ich habe sie nur umarmt. Ich wollte sie nicht gehen lassen"", erinnerte sich King laut ""Daily Inter Lake"". ""Die Tränen flossen. Die Leute hielten in ihren Fahrzeugen an, stiegen aus und umarmten uns. Ich glaube, die ganze Nachbarschaft wusste, dass wir sie gefunden hatten""."	"Fifty-seven days after Katie's disappearance, Carole King got a call. A man answered and said that Katie was in his yard. But when King arrived, Katie had already run off again. She searched the neighborhood and suddenly saw her dog standing under a tree. ""I embraced her. I never wanted to let go,"" King remembered, according to the ""Daily Inter Lake."" ""The tears flowed. People stopped their cars, got out, and hugged us. I believe the whole neighborhood knew we had found her."""
Tohoku-AIP-NTT.1442	Losses in the Bundeswehr: Machine guns disappear without a trace	n-tv.89662	Verluste bei der Bundeswehr: Maschinengewehre verschwinden spurlos	Losses for the German Army: Machine Guns Disappear Without a Trace
Tohoku-AIP-NTT.1442	Friday September 27th, 2019	n-tv.89662	Freitag, 27. September 2019	Friday, September 27, 2019
Tohoku-AIP-NTT.1442	Six MG3 machine guns are still missing.	n-tv.89662	Sechs Maschinengewehre des Typs MG3 sind nach wie vor verschwunden.	Six MG3 machine guns are still missing.
Tohoku-AIP-NTT.1442	"In recent years, the Bundeswehr has lost numerous weapons and tens of thousands of rounds of ammunition, including three machine guns. In most cases, the whereabouts are unclear. The opposition speaks of a ""scary"" extent."	n-tv.89662	"In den vergangenen Jahren gehen der Bundeswehr zahlreiche Waffen und zehntausende Schuss Munition verloren. Darunter sind auch drei Maschinengewehre. Der Verbleib ist in den meisten Fällen unklar. Die Opposition spricht von einem ""beängstigenden"" Ausmaß."	"In recent years, the German Federal Army has lost numerous weapons and ten thousand rounds of ammunition. These include three machine guns. In most cases, their whereabouts are unclear. According to the opposition, this is an ""alarming"" extent."
Tohoku-AIP-NTT.1442	In the Bundeswehr, weapons and ammunition repeatedly disappear - many of them so far without a trace. Since the beginning of 2014, the force has recorded the loss of 39 weapons, 39 weapon parts and almost 20,000 rounds of ammunition. This is clear from a list of the Federal Ministry of Defense classified as a classified matter, on which the Redaktionsnetzwerk Deutschland reports.	n-tv.89662	Bei der Bundeswehr verschwinden immer wieder Waffen und Munition - viele davon bisher spurlos. Seit Anfang 2014 verbuchte die Truppe den Verlust von 39 Waffen, 39 Waffenteilen und fast 20.000 Schuss Munition. Das geht aus einer als Verschlusssache eingestuften Auflistung des Bundesverteidigungsministeriums hervor, über die das Redaktionsnetzwerk Deutschland berichtet.	"The German Army is continuing to lose weapons and ammunition, often without a trace. Since the beginning of 2014, the armed forces has registered a loss of 39 weapons, 39 weapon components, and almost 20,000 rounds of ammunition. This is revealed in a classified listing of the German Ministry of Defense on which the RedaktionsNetzwerk Deutschland (RND) (""Editor Network Germany"") has reported."
Tohoku-AIP-NTT.1442	According to the paper from the office of Defense Secretary Peter Tauber of the CDU, two weapons, one weapon part and 3,474 rounds of ammunition have reappeared so far. The weapons and weapon parts still missing include six MG3 machine guns, eleven G3 rifles, four G36 rifles, six signal pistols and two P8 pistols. In addition, 30 weapon tubes for MG3 machine guns are missing.	n-tv.89662	Laut dem Papier aus dem Büro von Verteidigungsstaatssekretär Peter Tauber von der CDU sind bislang zwei Waffen, ein Waffenteil und 3474 Schuss Munition wieder aufgetaucht. Bei den nach wie vor verschwundenen Waffen und Waffenteilen handelt es sich unter anderem um sechs Maschinengewehre vom Typ MG3, elf Gewehre vom Typ G3, vier Gewehre vom Typ G36, sechs Signalpistolen sowie zwei Pistolen vom Typ P8. Zudem fehlen 30 Waffenrohre für Maschinengewehre vom Typ MG3.	According to the paper from the office of Defense State Secretary Peter Tauber of the CDU, two weapons, one weapon component, and 3,474 rounds of ammunition have resurfaced so far. The weapons and weapon components that are still missing include six MG3 machine guns, eleven G3 rifles, four G36 rifles, six signal pistols, and two P8 pistols. And 30 MG3 machine gun barrels are missing.
Tohoku-AIP-NTT.1442	"The extent of losses of weapons and ammunition in the Bundeswehr was ""scary,"" said the left-wing member of parliament Martina Renner. This was all the more true since hardly anything had been found in the course of investigations. The left-wing politician spoke of a ""needy balance sheet."" Renner criticized that it was not clear from the list whether among the missing ammunition was also the one that had been found in connection with the investigation against the suspected Bundeswehr officer Franco A. ""And this despite the fact that a supporter of Franco A. was recently convicted for possession of this ammunition,"" said Renner."	n-tv.89662	"Der Umfang von Waffen- und Munitionsverlusten bei der Bundeswehr sei ""beängstigend"", sagte die Linken-Bundestagsabgeordnete Martina Renner. Dies gelte umso mehr, da im Zuge von Ermittlungen kaum etwas wieder aufgefunden worden sei. Die Linken-Politikerin sprach von einer ""dürftigen Bilanz"". Renner kritisierte, dass an der Auflistung nicht erkennbar sei, ob sich unter der verschwundenen Munition auch diejenige befinde, die im Zusammenhang mit den Ermittlungen gegen den unter Terrorverdacht stehenden Bundeswehroffizier Franco A. gefunden worden sei. ""Und das obwohl ein Unterstützer von Franco A. kürzlich wegen des Besitzes dieser Munition verurteilt wurde"", sagte Renner."	"The extent of the loss of weapons and ammunition by the German Army is ""alarming,"" said Martina Renner, a member of the Left party in the Bundestag. This is all the more true since hardly anything was found during the investigations. The politician from the Left party spoke of a ""poor balance sheet."" Renner criticized the fact that the listing did not make clear whether the disappeared ammunition included that which was found in connection with the investigations against the German Army officer Franco A., who is suspected of terrorism. ""And this, although a supporter of Franco A. was recently sentenced for the possession of this ammunition,"" said Renner."
Tohoku-AIP-NTT.1442	"Oil tanker ""Stena Impero"" left Iranian port"	tt.com.10202	"Öltanker ""Stena Impero"" verließ iranischen Hafen"	‘Stena Impero' Oil Tanker left Iranian port
Tohoku-AIP-NTT.1442	"More than two months after being detained by the Iranian authorities, the British oil tanker ""Stena Impero"" left the port of the city of Bandar Abbas this Friday. As ship observation data from Refinitiv showed, the tanker started moving and left the Iranian port. The destination was Port Rashid in the United Arab Emirates."	tt.com.10202	"Mehr als zwei Monate nach seiner Festsetzung durch die iranischen Behörden hat der britische Öltanker ""Stena Impero"" am heutigen Freitag den Hafen der Stadt Bandar Abbas verlassen. Wie Schiffsbeobachtungsdaten von Refinitiv zeigten, setzte sich der Tanker in Bewegung und verließ den iranischen Hafen. Als Zielhafen wurde Port Rashid in den Vereinigten Arabischen Emiraten angegeben."	More than two months after its determination by the Iranian authorities, the British oil tanker ‘Stena Impero' has left the port in the city of Bandar Abbas this Friday. As Refinitiv ship observation data showed, the tanker set in motion and left the Iranian port. Port Rashid in the United Arab Emirates was given as the destination port.
Tohoku-AIP-NTT.1442	The tanker had actually already been released by the Iranian government on Monday, but it initially remained in Iranian waters. The shipping company said that they wanted to wait for an official decision from Tehran.	tt.com.10202	Der Tanker war eigentlich schon am Montag von der iranischen Regierung freigegeben worden, doch blieb er zunächst weiter in iranischen Gewässern. Aus der Reederei hieß es, dass man einen offiziellen Bescheid aus Teheran abwarten wollte.	In practice, the tanker had already been released by the Iranian government on Monday, though it remained in Iranian waters for a time. The speech indicated that an official notification from Tehran was preferred.
Tohoku-AIP-NTT.1442	"The ""Stena Impero"" had been raised on 19 July by the Iranian Revolutionary Guards in the Strait of Hormuz on charges of violating safety regulations. However, it was suspected that Iran was responding to the controversial, temporary fixing of an Iranian oil tanker off the British-owned Gibraltar."	tt.com.10202	"Die ""Stena Impero"" war am 19. Juli von den iranischen Revolutionsgarden in der Seestraße von Hormuz unter dem Vorwurf aufgebracht worden, gegen Sicherheitsbestimmungen verstoßen zu haben. Es wurde jedoch vermutet, dass der Iran damit auf die umstrittene, vorübergehende Festsetzung eines iranischen Öltankers vor dem zu Großbritannien gehörenden Gibraltar reagierte."	On the 19th July, the ‘Stena Impero' had been accused by the Iranian Revolutionary Guard in the Hormuz Strait of violating safety regulations. However, it was suspected that Iran was reacting to the controversial temporary determination of an Iranian oil tanker by British run Gibraltar.
Tohoku-AIP-NTT.1442	The Strait of Hormuz is one of the most important sea lanes in the world. It connects the Persian Gulf with the Indian Ocean. Much of the global oil export is shipped through the strait. Tensions in the region have intensified immensely in recent months. Merchant shipping has been drawn into the conflict between the United States and Iran. There have been several incidents involving tankers and drones.	tt.com.10202	Die Straße von Hormuz ist eine der wichtigsten Seestraßen der Welt. Sie verbindet den Persischen Golf mit dem Indischen Ozean. Ein Großteil des globalen Ölexports wird durch die Meerenge verschifft. Die Spannungen in der Region hatten sich in den vergangenen Monaten immens verschärft. Die Handelsschifffahrt wurde in den Konflikt zwischen den USA und dem Iran hineingezogen. Es kam zu mehreren Zwischenfällen mit Tankern und Drohnen.	The Strait of Hormuz is one of the most important Straits in the world. In connects the Persian Gulf with the Indian Ocean. Much of the world's global oil exports are shipped through this strait. The tensions in the area had been escalating immeasurably during the past few months. Merchant shipping has been drawn into the conflict between USA and Iran. There have been several incidents with tankers and drones.
Tohoku-AIP-NTT.1442	Merkel pays tribute to the courage of the people in the Peaceful Revolution	azonline.de.41866	Merkel würdigt den Mut der Menschen bei der Friedlichen Revolution	Merkel hails people's courage in the Peaceful Revolution
Tohoku-AIP-NTT.1442	"Chancellor Angela Merkel has acknowledged the commitment of the people in the GDR who took to the streets 30 years ago during the Peaceful Revolution. In the autumn of 1989, courageous citizens had shaken the former GDR regime, said Merkel at a ceremony of the Thuringian CDU faction on the upcoming Day of German Unity in Erfurt. The chancellor recalled, among other things, the occupation of the Stasi headquarters. ""The terror was taken away from state security,"" she said."	azonline.de.41866	"Bundeskanzlerin Angela Merkel hat das Engagement der Menschen in der DDR gewürdigt, die vor 30 Jahren bei der Friedlichen Revolution auf die Straße gegangen sind. Im Herbst 1989 hätten mutige Bürger das damalige DDR-Regime ins Wanken gebracht, sagte Merkel bei einem Festakt der Thüringer CDU-Fraktion zum bevorstehenden Tag der Deutschen Einheit in Erfurt. Die Kanzlerin erinnerte unter anderem an die Besetzung der Stasi-Zentrale. ""Der Staatssicherheit wurde der Schrecken genommen"", sagte sie."	"Federal Chancellor Angela Merkel has praised the engagement of people in the GDR who took to the streets in the Peaceful Revolution 30 years ago. In the fall of 1989 courageous citizens toppled the East German regime, said Merkel at a ceremony held by the Thuringian branch of the CDU party in Erfurt marking the forthcoming Day of German Unity. The chancellor recalled events such as the occupation of the Stasi headquarters. ""The State Security police were deprived of their terror,"" she said."
Tohoku-AIP-NTT.1442	Musk aims for delivery record	mittelbayerische.de.227707	Musk strebt Auslieferungsrekord an	Musk seeks delivery record
Tohoku-AIP-NTT.1442	Tesla’s quarter may hold a record. Despite the delivery boom, there have been recent losses at the electric car company.	mittelbayerische.de.227707	Teslas Quartal hält möglicherweise Rekord bereit. Trotz Auslieferungsboom gab es zuletzt Verluste beim Elektroautokonzern.	Tesla's quarter may be record-breaking. Despite the boom in deliveries, the electric car company has seen losses recently.
Tohoku-AIP-NTT.1442	"New York.Tesla CEO Elon Musk has given his electric car company a strong boost on the stock market with the prospect of new record numbers. ""We have the opportunity to reach our first quarter with 100,000 deliveries,"" Musk wrote in an email to Tesla employees published by the industry blog ""Electrek""."	mittelbayerische.de.227707	"New York.Tesla-Chef Elon Musk hat seinem Elektroautokonzern mit der Aussicht auf neue Rekordzahlen kräftig Auftrieb an der Börse gegeben. ""Wir haben die Chance, unser erstes Quartal mit 100.000 Auslieferungen zu erreichen"", schrieb Musk in einer vom Branchenblog ""Electrek"" veröffentlichten E-Mail an Tesla-Mitarbeiter."	"New York. Tesla boss Elon Musk has given his electric car company a strong boost on the stock market with the prospect of new record numbers. ""We have the opportunity to reach 100,000 deliveries in our first quarter,"" Musk wrote in an email to Tesla employees published by industry blog Electrek."
Tohoku-AIP-NTT.1442	Demand was strong, so that Tesla could record 110,000 orders, Musk’s circular continued. The challenge was to get the cars to customers quickly. To do this, Tesla had to provide as many resources as possible at the end of the quarter.	mittelbayerische.de.227707	Die Nachfrage sei stark, so dass Tesla 110000 Bestellungen verbuchen könnte, hieß es in Musks Rundschreiben weiter. Die Herausforderung sei, die Autos zügig an die Kundschaft zu bringen. Dazu müsse Tesla zum Quartalsende so viele Ressourcen wie möglich aufbieten.	Demand is so strong that Tesla was able to record 110000 orders, according to Musk's newsletter. The challenge is getting the cars to customers quickly. To do so, Tesla had to mobilize as many resources as possible at quarter-end.
Tohoku-AIP-NTT.1442	Investors liked this: Tesla’s shares went out of trading with an increase of more than six percent. The share price hasn’t risen that much in almost four months. In the second quarter, Tesla delivered a good 95,000 cars, matching its previous record.	mittelbayerische.de.227707	Anlegern gefiel das: Teslas Aktien gingen mit einem Plus von über sechs Prozent aus dem Handel. So stark hat der Kurs seit fast vier Monaten nicht mehr zugelegt. Im zweiten Quartal hatte Tesla gut 95000 Autos ausgeliefert und damit seinen bisherigen Bestwert erreicht.	Investors liked this: Tesla shares closed the day with a gain of over six percent. The price has not increased so much in almost four months. In the second quarter, Tesla delivered around 95,000 cars and hit its best value to date.
Tohoku-AIP-NTT.1442	Musk needs records to achieve his high goals. In 2019, he wants to deliver a total of 360,000 to 400,000 cars. For this, he will have to produce six figures in the current and coming quarter. Above all, the cheapest Tesla Model 3 is in demand, but here the profit margins are low. Despite the boom, there have been losses recently.	mittelbayerische.de.227707	Musk braucht Rekorde, um seine hohen Ziele zu erreichen. 2019 will er insgesamt 360000 bis 400000 Wagen ausliefern. Dafür müssen im laufenden und kommenden Vierteljahr sechsstellige Zahlen her. Vor allem der günstigste Tesla Model 3 ist gefragt, doch hier sind die Gewinnspannen gering. Trotz des Booms gab es zuletzt Verluste.	Musk needs records to achieve his ambitious goals. In 2019, he wants to deliver a total of 360,000 to 400,000 cars. The company would have to hit six-digit figures in the current and upcoming quarter to do so. The less expensive Tesla Model 3 is in particular demand, but its profit margins are low. There have been losses recently despite the boom.
Tohoku-AIP-NTT.1442	Mystery solved: That's why we can't tickle ourselves	tt.com.10303	Rätsel gelöst: Deswegen können wir uns nicht selbst kitzeln	Puzzle solved: This is why we cannot tickle ourselves
Tohoku-AIP-NTT.1442	A kind of brake in the cerebrum prevents people from tickling themselves. Scientists at the Humboldt University in Berlin discovered this with the help of experiments on rats, as they announced on Thursday evening. Progress has also been made on the question of why children defend themselves so fiercely against tickling, only to demand more.	tt.com.10303	Eine Art Bremse im Großhirn verhindert, dass Menschen sich selber kitzeln können. Dies fanden Wissenschafter der Humboldt-Universität in Berlin mit Hilfe von Experimenten an Ratten heraus, wie sie am Donnerstagabend mitteilten. Dabei seien auch Fortschritte bei der Frage erzielt worden, warum Kinder sich so heftig gegen das Kitzeln wehren, nur um dann mehr zu verlangen.	There is a sort of a stopping brake in our cerebrum, preventing us from tickling ourselves. This was discovered by scientists at the Humboldt University in Berlin after conducting experiments on rats, as reported on Thursday. Progress was also made in answering the question as to why children resist tickling, only to ask for more later.
Tohoku-AIP-NTT.1442	Finally, it has also been shown why only the approach of a tickling hand triggers laughter even before the touch. This is due to a low-lying layer in the cerebrum, which already triggers laughter with the expectation of tickling.	tt.com.10303	Schließlich habe sich auch gezeigt, warum allein das Näherkommen einer kitzelnden Hand schon vor der Berührung Lachen auslöst. Dies liege an einer tiefliegenden Schicht im Großhirn, die bereits bei der Erwartung des Kitzelns das Lachen auslöse.	It was also determined why the mere approach of a tickling hand triggers laughter ever before contact. The reason can be found in a deep layer of the cerebrum which triggers laughter even through only expectation of tickling.
Tohoku-AIP-NTT.1442	"According to the data, previous research showed that rats react with ""laughter"" in the ultrasound range when they are tickled by humans. This ""laughter"" is mediated by the part of the cerebral cortex that serves the central processing of haptic perception."	tt.com.10303	"Den Angaben zufolge zeigten frühere Forschungen, dass Ratten mit ""Lachen"" im Ultraschallbereich reagieren, wenn sie von Menschen gekitzelt werden. Dieses ""Lachen"" werde durch den Teil der Großhirnrinde vermittelt, welcher der zentralen Verarbeitung der haptischen Wahrnehmung diene."	"According to the data, previous research has shown that rats react by ""laughing"" in the ultrasonic range when tickled by humans. This ""laughter"" travels through the part of the cerebral cortex, which is used for the central processing of haptic perception."
Tohoku-AIP-NTT.1442	Laughter is suppressed during self-touch	tt.com.10303	Lachen wird während Selbstberührung unterdrückt	The laughter is suppressed when the touch originates from the person themselves.
Tohoku-AIP-NTT.1442	Until now, it has been assumed that the brain can distinguish between self-touch and touch by others - which is why people cannot tickle themselves. However, the Berlin researchers have now found in the experiments on the rats that laughter as well as the activity of the relevant area of the cerebral cortex are suppressed during a self-touch. This is also the case when living beings clean themselves. However, during the external contact and tickling by the scientists, the activity in the brain and the impulse to laugh were intensified.	tt.com.10303	Bisher sei davon ausgegangen worden, dass das Gehirn zwischen Selbstberührung und Berührung durch Andere unterscheiden könne - also deshalb Menschen sich nicht selbst kitzeln können. Die Berliner Forscher fanden nun aber bei den Experimenten an den Ratten heraus, dass das Lachen ebenso wie die Aktivität des betreffenden Bereichs der Großhirnrinde während einer Selbstberührung unterdrückt werden. Dies sei auch so, wenn sich Lebewesen selbst putzen. Während der Fremdberührung und des Kitzelns durch die Wissenschafter seien die Aktivität im Hirn und der Impuls zu lachen aber verstärkt worden.	Until now, it was assumed that the brain is able to tell the difference between the touch originating from oneself, as opposed to from others, which would explain why people cannot tickle themselves. The researchers from Berlin have now discovered, from their experiments on rats that laughter and the activity of the cerebral cortex is suppressed during self-touching. This is also true when animals clean themselves. However, when the touching and tickling was done by the scientists, the brain activities as well as the impulse to laugh increased.
Tohoku-AIP-NTT.1442	But if the self-touch and the touch by others happen at the same time, the laughter is also suppressed. This indicates that the brain of the rat cannot distinguish between the self-touch and the touch by others. The new findings suggested that people cannot tickle themselves, because the self-touch activates a brake in the cerebrum.	tt.com.10303	Passiere aber die Selbstberührung und die Berührung durch andere zur selben Zeit, sei das Lachen ebenfalls unterdrückt. Dies deute darauf hin, dass das Gehirn der Ratte eben nicht zwischen der Selbstberührung und der Berührung durch andere unterscheiden könne. Die neuen Erkenntnisse legten nahe, dass die Menschen sich nicht selbst kitzeln können, weil die Selbstberührung eine Bremse im Großhirn aktiviere.	And, if the self-touching and touching by another were to occur at the same time, the laughter is suppressed anyway. This indicated that the rat´s brain could not determine whether the touch came from itself or the scientists. The new findings explained that humans cannot tickle themselves because tickling triggers a stopping brake in the cerebrum.
Tohoku-AIP-NTT.1442	The rats were also trained to tickle themselves. Thus, they sometimes broke off this initiation prematurely in the experiment, showed flight behavior or terror. This ambivalence is similar to the behavior of the children. The ambivalence of tickling is a behavioral reaction that is the same in rats and humans.	tt.com.10303	Die Ratten seien außerdem trainiert worden, selbst zu kitzeln. Dabei brachen sie diese Initiation im Experiment demnach manchmal vorzeitig ab, zeigten Fluchtverhalten oder Schreckstarre. Diese Ambivalenz gleiche dem Verhalten der Kinder. Die Ambivalenz des Kitzelns sei eine Verhaltensreaktion, die bei Ratten und Menschen gleich sei.	The rats were taught to tickle themselves. They sometimes stopped this activity prematurely, displaying flight behavior or paralysis. This ambivalence is similar to the way children behave. The tickle ambivalence is a behavioral reaction that is found in rats and humans.
Tohoku-AIP-NTT.1442	Disaster averted: Major fire at French chemical plant extinguished	mz-web.de.174850	Katastrophe abgewendet: Großbrand in französischem Chemiewerk gelöscht	Catastrophe averted: Major fire at French chemical plant extinguished
Tohoku-AIP-NTT.1442	The major fire at what is considered to be a particularly dangerous chemical plant in the northern French city of Rouen has been extinguished, the prefecture of Normandy told the AFP news agency on Friday. The fire broke out on Thursday night.	mz-web.de.174850	Der Großbrand in einem als besonders gefährlich geltenden Chemiewerk in der nordfranzösischen Stadt Rouen ist gelöscht. Das teilte die Präfektur der Normandie der Nachrichtenagentur AFP am Freitag mit. Das Feuer war in der Nacht zu Donnerstag ausgebrochen.	The large fire was put out at a chemical plant considered to be particularly hazardous and located in the northern French city of Rouen. The prefecture of Normandy reported the incident to the AFP news agency on Friday. The fire broke out Thursday night.
Tohoku-AIP-NTT.1442	According to the authorities, no hazardous substances have leaked. The samples taken give no cause for concern, as Prefect Pierre-André Durand said at a press conference on Friday morning. No one was injured in the incident. The fire brigade was deployed with around 200 fire engines.	mz-web.de.174850	Nach Behördenangaben sollen keine gesundheitsgefährdenden Stoffe ausgetreten sein. Die genommenen Proben geben keinen Grund zur Beunruhigung, wie Präfekt Pierre-André Durand am Freitagmorgen bei einer Pressekonferenz sagte. Verletzt wurde bei dem Vorfall niemand. Die Feuerwehr war mit rund 200 Löschfahrzeugen im Einsatz.	According to information from officials, no hazardous material has escaped. The samples taken show no reason for alarm, said prefect Pierre-André Durand at a press conference Friday morning. No one was injured during the incident. The fire department deployed around 200 fire trucks.
Tohoku-AIP-NTT.1442	Schools and kindergartens have been closed	mz-web.de.174850	Schulen und Kindergärten wurden geschlossen	Schools and kindergartens were closed.
